iso-date,tmin,tavg,tmax,precip,globrad,wind,relhumid,vaporpress,dewpoint_temp,relhumid_tmin,relhumid_tmax
-,°C,°C,°C,mm,MJ m-2,m s-1,%,kPa,Â°C,% 0-100,% 0-100
2021-05-24,7.2,15.8,22.3,0,26.46,3.3,64.75,999.9,999.9,999.9,999.9
2021-05-25,8.6,13.3,17.1,3.2,15.4,4.6,71.25,999.9,999.9,999.9,999.9
2021-05-26,7.9,11.7,15.2,1.4,15.24,4.65,75.29,999.9,999.9,999.9,999.9
2021-05-27,7.5,11.6,16.7,0.6,14.565,4.35,78.25,999.9,999.9,999.9,999.9
2021-05-28,10,11.9,15,3.2,14.34,2.6,82.96,999.9,999.9,999.9,999.9
2021-05-29,7.9,12.3,17.9,0,18.55,3.25,74.75,999.9,999.9,999.9,999.9
2021-05-30,6.2,12.9,19.4,0,29.08,2.2,63.33,999.9,999.9,999.9,999.9
2021-05-31,6.3,14.2,21.4,0,30.93,1.7,59.54,999.9,999.9,999.9,999.9
2021-06-01,8.7,16.3,22.4,0,21.365,2.15,69.25,999.9,999.9,999.9,999.9
2021-06-02,11.1,17.9,25.4,0,28.05,2.8,66.83,999.9,999.9,999.9,999.9
2021-06-03,10.8,20.2,27.2,0,29.89,3.15,57.08,999.9,999.9,999.9,999.9
2021-06-04,13.5,16.4,19.4,1.6,8.83,2.65,78.21,999.9,999.9,999.9,999.9
2021-06-05,11.9,20.6,27.8,0,29.13,2.5,62.38,999.9,999.9,999.9,999.9
2021-06-06,13.3,22.1,29.1,0,26.78,1.85,57.75,999.9,999.9,999.9,999.9
2021-06-07,13,20.8,27.1,0,30.005,1.95,58,999.9,999.9,999.9,999.9
2021-06-08,15.2,21.6,27.3,0,25.665,2.1,58.58,999.9,999.9,999.9,999.9
2021-06-09,13.7,20.8,26.7,0,28.535,1.65,59.42,999.9,999.9,999.9,999.9
2021-06-10,14.1,21.6,27.4,0,27.69,1.9,58.04,999.9,999.9,999.9,999.9
2021-06-11,16.6,22.5,28.7,0,26.405,1.85,59.58,999.9,999.9,999.9,999.9
2021-06-12,14.2,18.2,21.7,5,10.18,3,80.96,999.9,999.9,999.9,999.9
2021-06-13,11.4,14.4,17.8,0,14.535,3.55,70.75,999.9,999.9,999.9,999.9
2021-06-14,10.4,19.2,26.9,0,30.45,1.6,67.04,999.9,999.9,999.9,999.9
2021-06-15,15.4,20.2,24.8,0,18.57,1.95,71.25,999.9,999.9,999.9,999.9
2021-06-16,10.8,20.2,27.9,0,30.805,2.15,56.04,999.9,999.9,999.9,999.9
2021-06-17,17.5,26.1,33.8,0,28.72,3.3,53.96,999.9,999.9,999.9,999.9
2021-06-18,18.8,27.7,34.8,0,29.495,3.15,51.63,999.9,999.9,999.9,999.9
2021-06-19,19.4,28.4,36.3,0,25.305,2.05,53.33,999.9,999.9,999.9,999.9
2021-06-20,20.5,29.3,36.6,0,24.99,3.05,54.54,999.9,999.9,999.9,999.9
2021-06-21,21.2,26.8,32,0.4,23.45,2.6,67.08,999.9,999.9,999.9,999.9
2021-06-22,15.7,19.6,23.6,0.4,6.035,2.25,82.5,999.9,999.9,999.9,999.9
2021-06-23,13,18.7,23.8,0,18.21,1.7,71.96,999.9,999.9,999.9,999.9
2021-06-24,14.4,16.8,21.6,2.2,13.08,1.6,86.08,999.9,999.9,999.9,999.9
2021-06-25,14.8,19.3,24.9,3.2,15.6,1.6,74.04,999.9,999.9,999.9,999.9
2021-06-26,16.9,21.2,26.2,1.4,23.155,1.5,60.29,999.9,999.9,999.9,999.9
2021-06-27,15,22.1,28.3,0.6,27.035,1.8,61.21,999.9,999.9,999.9,999.9
2021-06-28,14.9,24.2,31.2,3.2,25.89,2.05,56.25,999.9,999.9,999.9,999.9
2021-06-29,18.2,22.9,30.7,0,17.82,2.5,64.79,999.9,999.9,999.9,999.9
2021-06-30,16.5,18.4,20.5,78,4.125,4.4,93.54,999.9,999.9,999.9,999.9
2021-07-01,14.4,15.9,16.9,8.8,4.43,4.45,92.63,999.9,999.9,999.9,999.9
2021-07-02,14.9,19.3,25.1,0,23.475,3.05,73,999.9,999.9,999.9,999.9
2021-07-03,14.9,19.7,23.5,0,22.295,2.6,68.21,999.9,999.9,999.9,999.9
2021-07-04,15.9,21.7,27.8,0,23.26,1.5,65.71,999.9,999.9,999.9,999.9
2021-07-05,18,21.2,24.2,0,16.645,2.75,71.71,999.9,999.9,999.9,999.9
2021-07-06,15,23.6,30.6,0,26.08,2.9,63.21,999.9,999.9,999.9,999.9
2021-07-07,16.7,19.3,23.1,4,9.735,2.05,82.46,999.9,999.9,999.9,999.9
2021-07-08,14.7,19.2,21.8,0,7.53,1.85,79.13,999.9,999.9,999.9,999.9
2021-07-09,16,19.8,26.9,19.4,11.255,2.5,86.38,999.9,999.9,999.9,999.9
2021-07-10,14.5,19.3,25.4,1,22.02,4.05,71.92,999.9,999.9,999.9,999.9
2021-07-11,14.4,22.3,28.2,0,25.89,2.85,61.92,999.9,999.9,999.9,999.9
2021-07-12,18.7,22.1,26.7,0,15.39,2.2,73.63,999.9,999.9,999.9,999.9
2021-07-13,16.6,24.3,30.7,0,26.26,3,65.29,999.9,999.9,999.9,999.9
2021-07-14,19.7,22.5,26.6,1.6,14.245,2.45,76.04,999.9,999.9,999.9,999.9
2021-07-15,18.4,23,28.4,0,17.035,2.1,72.42,999.9,999.9,999.9,999.9
2021-07-16,17.6,23.7,29.7,13.4,20.47,1.9,75.71,999.9,999.9,999.9,999.9
2021-07-17,20.8,23.3,28.2,2.6,17.86,2.55,74.13,999.9,999.9,999.9,999.9
2021-07-18,17.7,22.2,26.7,0,25.735,2.45,67.67,999.9,999.9,999.9,999.9
2021-07-19,16.2,18.3,20.3,0,14.155,2.55,63.46,999.9,999.9,999.9,999.9
2021-07-20,14.9,18.3,22.4,0,17.725,2.45,61.92,999.9,999.9,999.9,999.9
2021-07-21,14.3,18.8,23.3,0,14.47,2.15,69.46,999.9,999.9,999.9,999.9
2021-07-22,17.4,20,24.1,0,13.675,1.85,67.75,999.9,999.9,999.9,999.9
2021-07-23,16.2,20.9,25,0,17.11,1.3,69.21,999.9,999.9,999.9,999.9
2021-07-24,14.6,22.9,30.1,0,24.13,3.2,58.5,999.9,999.9,999.9,999.9
2021-07-25,17.9,23.3,29.3,0,19.295,3.3,61.58,999.9,999.9,999.9,999.9
2021-07-26,18.9,24.2,29.8,0.8,19.7,2.15,62.21,999.9,999.9,999.9,999.9
2021-07-27,19.2,23.8,26.9,0,23.17,3.3,60.79,999.9,999.9,999.9,999.9
2021-07-28,17.8,21.1,26.4,0,14.075,2.8,64.96,999.9,999.9,999.9,999.9
2021-07-29,16.2,20.9,25.7,0,17.94,4.65,55.71,999.9,999.9,999.9,999.9
2021-07-30,13.2,20.3,26.3,0,24.225,3.65,54.17,999.9,999.9,999.9,999.9
2021-07-31,16.6,21.4,26,0,20.71,5.1,49.75,999.9,999.9,999.9,999.9
2021-08-01,14.4,15.9,16.9,8.8,4.43,4.45,92.63,999.9,999.9,999.9,999.9
2021-08-02,14.9,19.3,25.1,0,23.475,3.05,73,999.9,999.9,999.9,999.9
2021-08-03,14.9,19.7,23.5,0,22.295,2.6,68.21,999.9,999.9,999.9,999.9
2021-08-04,15.9,21.7,27.8,0,23.26,1.5,65.71,999.9,999.9,999.9,999.9
2021-08-05,18,21.2,24.2,0,16.645,2.75,71.71,999.9,999.9,999.9,999.9
2021-08-06,15,23.6,30.6,0,26.08,2.9,63.21,999.9,999.9,999.9,999.9
2021-08-07,16.7,19.3,23.1,4,9.735,2.05,82.46,999.9,999.9,999.9,999.9
2021-08-08,14.7,19.2,21.8,0,7.53,1.85,79.13,999.9,999.9,999.9,999.9
2021-08-09,16,19.8,26.9,19.4,11.255,2.5,86.38,999.9,999.9,999.9,999.9
2021-08-10,14.5,19.3,25.4,1,22.02,4.05,71.92,999.9,999.9,999.9,999.9
2021-08-11,14.4,22.3,28.2,0,25.89,2.85,61.92,999.9,999.9,999.9,999.9
2021-08-12,18.7,22.1,26.7,0,15.39,2.2,73.63,999.9,999.9,999.9,999.9
2021-08-13,16.6,24.3,30.7,0,26.26,3,65.29,999.9,999.9,999.9,999.9
2021-08-14,19.7,22.5,26.6,1.6,14.245,2.45,76.04,999.9,999.9,999.9,999.9
2021-08-15,18.4,23,28.4,0,17.035,2.1,72.42,999.9,999.9,999.9,999.9
2021-08-16,17.6,23.7,29.7,13.4,20.47,1.9,75.71,999.9,999.9,999.9,999.9
2021-08-17,20.8,23.3,28.2,2.6,17.86,2.55,74.13,999.9,999.9,999.9,999.9
2021-08-18,17.7,22.2,26.7,0,25.735,2.45,67.67,999.9,999.9,999.9,999.9
2021-08-19,16.2,18.3,20.3,0,14.155,2.55,63.46,999.9,999.9,999.9,999.9
2021-08-20,14.9,18.3,22.4,0,17.725,2.45,61.92,999.9,999.9,999.9,999.9
2021-08-21,14.3,18.8,23.3,0,14.47,2.15,69.46,999.9,999.9,999.9,999.9
2021-08-22,17.4,20,24.1,0,13.675,1.85,67.75,999.9,999.9,999.9,999.9
2021-08-23,16.2,20.9,25,0,17.11,1.3,69.21,999.9,999.9,999.9,999.9
2021-08-24,14.6,22.9,30.1,0,24.13,3.2,58.5,999.9,999.9,999.9,999.9
