Date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
2021-02-22,0.14863426983356476,0.1554052084684372,0.1036340668797493,0.15226343274116516,0.16802507638931274,0.1588895171880722,0.1526009887456894,0.16270823776721954,0.1412927359342575,0.14334239065647125,0.1045241579413414,0.09458296000957489,0.0899675041437149,0.08866452425718307,0.1712144911289215,0.14471633732318878,0.12456056475639343,0.08974400162696838,0.07608703523874283,0.14572061598300934,0.12812440097332,0.13855649530887604,0.1465422362089157,0.1945183128118515,0.12590773403644562,0.20214906334877014,0.13163459300994873,0.16808122396469116,0.1542263627052307,0.185204416513443,0.15880419313907623,0.16740447282791138,0.18770170211791992,0.19141745567321777,0.16165176033973694,0.05610772594809532,0.209687277674675,0.21089626848697662,0.12957918643951416,0.055965058505535126,0.11942335218191147,0.12466578185558319,0.14343208074569702
2021-02-23,0.1498590111732483,0.15879172086715698,0.10603126883506775,0.1516667604446411,0.1634901612997055,0.1606987565755844,0.155080184340477,0.16711105406284332,0.14383813738822937,0.1474113017320633,0.10849973559379578,0.09863254427909851,0.08886733651161194,0.0927489623427391,0.17599748075008392,0.13853386044502258,0.12859053909778595,0.09400659054517746,0.08038197457790375,0.14943847060203552,0.13097883760929108,0.14238004386425018,0.15052588284015656,0.19540169835090637,0.1301577240228653,0.20492126047611237,0.13573795557022095,0.17068518698215485,0.15674713253974915,0.18692204356193542,0.16156603395938873,0.17088615894317627,0.18955965340137482,0.19357171654701233,0.1654072105884552,0.06002854183316231,0.2115093320608139,0.21333301067352295,0.1324245184659958,0.06063268333673477,0.12339980900287628,0.12721258401870728,0.14527705311775208
2021-02-24,0.1511121392250061,0.16237880289554596,0.1087360680103302,0.1522587239742279,0.16093842685222626,0.16230319440364838,0.15781176090240479,0.17184405028820038,0.14679741859436035,0.1517898440361023,0.11288585513830185,0.1030748188495636,0.08779695630073547,0.09724628925323486,0.18122953176498413,0.13490846753120422,0.13296836614608765,0.09869484603404999,0.0851256251335144,0.15341497957706451,0.13408654928207397,0.1465006172657013,0.15480691194534302,0.19691747426986694,0.13478365540504456,0.2077769637107849,0.14018428325653076,0.17323748767375946,0.15927591919898987,0.1888229250907898,0.1645013689994812,0.17452621459960938,0.1916865110397339,0.19573691487312317,0.1694387048482895,0.06453736871480942,0.2136278748512268,0.21607141196727753,0.13546836376190186,0.06588541716337204,0.12776140868663788,0.1298535168170929,0.1470234990119934
2021-02-25,0.15239079296588898,0.16614630818367004,0.11171753704547882,0.15394118428230286,0.160210981965065,0.16372345387935638,0.16077402234077454,0.176874041557312,0.1501343846321106,0.1564468890428543,0.11764290183782578,0.10787031054496765,0.08704026788473129,0.10211502015590668,0.18686550855636597,0.13363425433635712,0.13765907287597656,0.10376599431037903,0.09027289599180222,0.15762415528297424,0.13742351531982422,0.1508883684873581,0.15935544669628143,0.1990140825510025,0.13974778354167938,0.21070873737335205,0.1449391096830368,0.17574350535869598,0.16181188821792603,0.19088861346244812,0.16759276390075684,0.17830869555473328,0.19405525922775269,0.19791194796562195,0.17371854186058044,0.06957511603832245,0.2160131335258484,0.21908120810985565,0.13869081437587738,0.07166446000337601,0.13246950507164001,0.13257908821105957,0.14868129789829254
2021-02-26,0.1536911129951477,0.17006699740886688,0.11493394523859024,0.15656469762325287,0.16106119751930237,0.16498728096485138,0.16393472254276276,0.1821562498807907,0.15379585325717926,0.16134043037891388,0.12271605432033539,0.11296573281288147,0.0868934914469719,0.10729911178350449,0.19284449517726898,0.13439267873764038,0.14261546730995178,0.10916224867105484,0.09576288610696793,0.16203086078166962,0.14095613360404968,0.15550300478935242,0.16413110494613647,0.20161236822605133,0.14499905705451965,0.21370573341846466,0.1499558985233307,0.17821034789085388,0.16435398161411285,0.19309426844120026,0.17081665992736816,0.18221215903759003,0.1966293901205063,0.2000953108072281,0.17820923030376434,0.07506197690963745,0.21862486004829407,0.22232142090797424,0.1420648843050003,0.07789040356874466,0.13747182488441467,0.13537657260894775,0.15026384592056274
2021-02-27,0.1550089418888092,0.1741112619638443,0.11833987385034561,0.15995872020721436,0.16320569813251495,0.16612495481967926,0.16725750267505646,0.18764188885688782,0.15772198140621185,0.16642475128173828,0.12804506719112396,0.11830311268568039,0.08761435002088547,0.11273761093616486,0.19910016655921936,0.1368180811405182,0.1477862000465393,0.11482078582048416,0.10152936726808548,0.16659694910049438,0.14464734494686127,0.16030064225196838,0.16909001767635345,0.20462174713611603,0.15048198401927948,0.21675585210323334,0.15518401563167572,0.18064568936824799,0.16690100729465485,0.19541281461715698,0.17414748668670654,0.1862131804227829,0.19936920702457428,0.20228542387485504,0.182870015501976,0.08091115206480026,0.22141927480697632,0.22574752569198608,0.14556127786636353,0.08447686582803726,0.1427115797996521,0.1382320374250412,0.15178567171096802
2021-02-28,0.15634016692638397,0.17825035750865936,0.12189120799303055,0.16395287215709686,0.16636016964912415,0.1671658158302307,0.1707061380147934,0.19328361749649048,0.16185343265533447,0.17165544629096985,0.1335710734128952,0.12382612377405167,0.08937178552150726,0.11837130039930344,0.2055681198835373,0.14054390788078308,0.15312135219573975,0.12068053334951401,0.10750795155763626,0.17128530144691467,0.14846083521842957,0.16523870825767517,0.174189493060112,0.20795157551765442,0.15614263713359833,0.21984711289405823,0.16057425737380981,0.18305695056915283,0.16945180296897888,0.19781798124313354,0.17756029963493347,0.19028905034065247,0.202236145734787,0.20448069274425507,0.1876613050699234,0.08703828603029251,0.2243538349866867,0.22931624948978424,0.1491515338420868,0.09133991599082947,0.1481335312128067,0.14113199710845947,0.15326091647148132
2021-03-01,0.1576811522245407,0.1824583262205124,0.12554816901683807,0.1683904230594635,0.17026250064373016,0.1681363582611084,0.17424748837947845,0.19903872907161713,0.16613592207431793,0.17699244618415833,0.13924075663089752,0.12948398292064667,0.09221881628036499,0.12414677441120148,0.21219028532505035,0.14523231983184814,0.15857598185539246,0.1266864687204361,0.11364064365625381,0.1760624796152115,0.1523636430501938,0.17027877271175385,0.17939108610153198,0.21151839196681976,0.16193239390850067,0.22296860814094543,0.16608229279518127,0.1854507476091385,0.17200535535812378,0.20028606057167053,0.1810327023267746,0.19441930949687958,0.20519544184207916,0.20667971670627594,0.19254738092422485,0.09336736053228378,0.22739021480083466,0.23298856616020203,0.1528099626302719,0.09840390831232071,0.15368789434432983,0.1440642774105072,0.1547023206949234
2021-03-02,0.15902875363826752,0.1867131143808365,0.12927694618701935,0.17313596606254578,0.17468564212322235,0.16905911266803741,0.17785297334194183,0.20487092435359955,0.1705227494239807,0.18240173161029816,0.14500859379768372,0.13523349165916443,0.0961073487997055,0.13001863658428192,0.21891728043556213,0.15059082210063934,0.16411179304122925,0.13279175758361816,0.11987806111574173,0.18090002238750458,0.15632762014865875,0.1753881722688675,0.1846621185541153,0.21524998545646667,0.16780990362167358,0.22611093521118164,0.17167037725448608,0.187832772731781,0.1745607852935791,0.20279693603515625,0.1845456212759018,0.19858653843402863,0.20821750164031982,0.20888130366802216,0.1974979192018509,0.09983372688293457,0.23049581050872803,0.23673132061958313,0.1565147340297699,0.10560448467731476,0.1593322902917862,0.14701852202415466,0.15612071752548218
2021-03-03,0.16038046777248383,0.1909969002008438,0.13305018842220306,0.17807844281196594,0.1794431060552597,0.16995224356651306,0.18149925768375397,0.21075084805488586,0.17497576773166656,0.1878557950258255,0.1508377194404602,0.14103977382183075,0.10092387348413467,0.1359502077102661,0.2257092297077179,0.15637916326522827,0.16969789564609528,0.13895860314369202,0.12618038058280945,0.18577496707439423,0.1603298783302307,0.1805405169725418,0.18997614085674286,0.2190871238708496,0.17374180257320404,0.2292664349079132,0.1773080676794052,0.1902075558900833,0.17711736261844635,0.20533429086208344,0.18808361887931824,0.20277665555477142,0.21127845346927643,0.21108445525169373,0.20248834788799286,0.10638516396284103,0.2336442917585373,0.24051770567893982,0.16024819016456604,0.11288969218730927,0.1650325208902359,0.1499863862991333,0.15752485394477844
