Field_name,Field_Profile_number,Horizon_number,Easting,Northing,measured_yield,Yield_kg_per_ha,altura,SAND,SILT,CLAY,KA5,SOC,BD
Boosen,458,1,464145,5805045,65.0845871,6508,51.53056335,85.18125038,11.57249282,3.246256804,SU2,1.016641272,1.364173349
Boosen,459,1,464155,5805045,67.03478241,6703,51.43966675,83.6905894,12.37289387,3.936516727,SU2,1.270364887,1.328804761
Boosen,460,1,464165,5805045,65.69108582,6569,51.38113403,81.85175088,14.33647662,3.811772502,SU2,1.283512727,1.325577699
Boosen,461,1,464175,5805045,62.95088577,6295,51.39744186,75.86433444,20.28982439,3.845841166,SU2,1.314950891,1.316328814
Boosen,462,1,464185,5805045,65.06606293,6507,51.50494003,76.11898324,19.5810291,4.299987666,SU2,1.368865277,1.309471862
Boosen,463,1,464195,5805045,58.4621582,5846,51.70729446,80.32997348,15.74221135,3.927815179,SU2,1.369756288,1.313209751
Boosen,464,1,464075,5805035,51.17473602,5117,51.72798538,86.40865004,9.708885225,3.882464731,SU2,0.84679737,1.388608073
Boosen,465,1,464085,5805035,52.27079773,5227,51.62534714,84.51468252,11.87393024,3.61138724,SU2,0.916174887,1.377310915
Boosen,466,1,464095,5805035,55.72489166,5572,51.51530075,84.50677989,11.76313214,3.730087968,SU2,0.931351945,1.375121464
Boosen,467,1,464105,5805035,57.15583038,5716,51.40951538,84.14515646,12.07228537,3.782558166,SU2,0.898054862,1.379443873
Boosen,468,1,464115,5805035,58.52169418,5852,51.33317184,85.49578777,11.5540935,2.950118722,SU2,0.963917511,1.371856673
Boosen,469,1,464125,5805035,58.32891464,5833,51.30596161,85.22945516,11.71755664,3.052988201,SU2,1.012268729,1.364913541
Boosen,470,1,464135,5805035,60.29173279,6029,51.28530121,85.37930764,11.42700908,3.193683278,SU2,0.994641907,1.36738994
Boosen,471,1,464145,5805035,67.8476181,6785,51.22792053,83.74664199,12.34152295,3.911835054,SU2,1.151240918,1.344451271
Boosen,472,1,464155,5805035,65.4571991,6546,51.1632843,83.43788697,12.70839411,3.853718918,SU2,1.201731625,1.337555079
Boosen,473,1,464165,5805035,72.64970398,7265,51.17584229,82.51386046,13.66472602,3.821413524,SU2,1.541660143,1.293904485
Boosen,474,1,464175,5805035,62.7063179,6271,51.2217598,75.91911569,20.04099541,4.039888896,SU2,1.560729098,1.285756223
Boosen,475,1,464185,5805035,66.65795898,6666,51.36193085,75.99363315,19.31192927,4.69443758,SL2,1.805531782,1.256754168
Boosen,476,1,464065,5805025,54.22066498,5422,52.04164886,86.90789212,9.909503957,3.182603927,SU2,0.791851497,1.397269974
Boosen,477,1,464075,5805025,51.63491821,5163,51.87350845,86.46190187,10.32206936,3.216028773,SU2,0.811229019,1.394079559
Boosen,478,1,464085,5805025,54.12188721,5412,51.68399811,86.5909067,10.05256594,3.356527367,SU2,0.966975903,1.372174749
Boosen,479,1,464095,5805025,56.79716492,5680,51.49752426,83.65095328,12.53222241,3.816824301,SU2,0.960160393,1.370327019
Boosen,480,1,464105,5805025,60.71371841,6071,51.32406235,82.07602665,14.08078331,3.843190039,SU2,0.97575735,1.366787368
Boosen,481,1,464115,5805025,63.36621094,6337,51.22240067,82.11409437,14.40019304,3.485712583,SU2,1.012518419,1.361949575
Boosen,482,1,464125,5805025,65.78050995,6578,51.16965485,81.96872498,14.66456247,3.366712545,SU2,1.013889209,1.361697056
Boosen,483,1,464135,5805025,66.01304626,6601,51.13041306,81.94066558,14.49190148,3.567432943,SU2,1.074562099,1.353320834
Boosen,484,1,464145,5805025,67.92849731,6793,51.0904541,82.57500109,13.49617186,3.928827053,SU2,1.16117314,1.342108848
Boosen,485,1,464155,5805025,64.26185608,6426,51.03332138,83.83182402,12.37009175,3.798084226,SU2,1.234213271,1.333683561
Boosen,486,1,464165,5805025,70.81079102,7081,51.06344604,82.43211483,13.74253804,3.825347128,SU2,1.545192129,1.293403447
Boosen,487,1,464175,5805025,67.37369537,6737,51.14887238,75.55418104,20.5631283,3.882690662,SU2,1.553794729,1.286357993
Boosen,488,1,464185,5805025,70.20741272,7021,51.32481766,75.25522942,20.8122044,3.932566176,SU2,1.833969871,1.253272617
Boosen,489,1,464065,5805015,58.94470215,5894,52.41836548,87.59731654,8.779026534,3.623656922,SS,0.887034576,1.384076236
Boosen,490,1,464075,5805015,55.30003738,5530,52.18431473,86.21354335,10.31218222,3.474274431,SU2,0.857257578,1.387162996
Boosen,491,1,464085,5805015,56.32125092,5632,51.93979645,86.58799621,10.25300625,3.15899754,SU2,0.943354841,1.375551934
Boosen,492,1,464095,5805015,61.23790741,6124,51.68244171,85.60592948,10.69136356,3.702706958,SU2,0.895127048,1.38116587
Boosen,493,1,464105,5805015,63.80755234,6381,51.45953369,81.81793754,14.61576557,3.566296892,SU2,1.068804658,1.353992563
Boosen,494,1,464115,5805015,67.59101105,6759,51.31664658,83.0867525,13.44202683,3.47122067,SU2,1.108800936,1.349762146
Boosen,495,1,464125,5805015,68.43271637,6843,51.23897171,85.31896968,11.19953448,3.481495842,SU2,1.035288468,1.361625843
Boosen,496,1,464135,5805015,64.39424133,6439,51.16193008,81.79474526,14.44208443,3.763170302,SU2,1.100680754,1.349577627
Boosen,497,1,464145,5805015,64.80576324,6481,51.0615654,82.12959747,13.98011787,3.890284661,SU2,1.144063706,1.344010402
Boosen,498,1,464155,5805015,62.97555923,6298,51.00530243,83.45358848,12.79562545,3.750786069,SU2,1.212798103,1.336172903
Boosen,499,1,464165,5805015,62.29416656,6229,51.04202271,81.62999711,14.55823038,3.811772502,SU2,1.48700493,1.299809179
Boosen,500,1,464175,5805015,65.45189667,6545,51.19296265,81.02734891,15.09521164,3.877439447,SU2,1.565471779,1.28970553
Boosen,501,1,464055,5805005,58.99765015,5900,53.1788063,81.8904812,13.31813382,4.791384981,SL2,0.811573994,1.38924537
Boosen,502,1,464065,5805005,57.22281265,5722,52.9595871,83.65876002,12.55249958,3.788740401,SU2,0.926177713,1.375076868
Boosen,503,1,464075,5805005,57.12248993,5712,52.67814636,86.61428436,9.830707579,3.555008057,SU2,0.863966165,1.386518034
Boosen,504,1,464085,5805005,59.11699677,5912,52.34933472,86.29420938,10.5237395,3.182051113,SU2,0.886333202,1.383271144
Boosen,505,1,464095,5805005,59.53554916,5954,52.04159927,85.83843157,10.64324178,3.51832665,SU2,0.896025393,1.381336679
Boosen,506,1,464105,5805005,63.77959061,6378,51.7801857,85.03149982,10.80784964,4.160650548,SU2,1.013555534,1.36399338
Boosen,507,1,464115,5805005,70.38095856,7038,51.59818649,83.8123843,12.62332444,3.564291254,SU2,1.079617422,1.35426636
Boosen,508,1,464125,5805005,66.38867188,6639,51.4492836,85.08859454,11.6336652,3.277740262,SU2,1.039006507,1.361024665
Boosen,509,1,464135,5805005,58.84135056,5884,51.30015182,82.69669308,13.45378333,3.849523587,SU2,1.032973353,1.359473281
Boosen,510,1,464145,5805005,56.00946808,5601,51.12897491,81.92931262,14.18040272,3.890284661,SU2,1.040670367,1.357737458
Boosen,511,1,464155,5805005,53.99259186,5399,51.08815384,82.19245337,13.92061577,3.886930862,SU2,1.170798667,1.340525821
Boosen,512,1,464165,5805005,59.71700287,5972,51.14452744,81.43839199,14.66987509,3.89173292,SU2,1.428077916,1.306884763
Boosen,513,1,464055,5804995,58.30372238,5830,53.74417496,80.96370042,13.66801711,5.36828247,SL2,0.843733833,1.38354677
Boosen,514,1,464065,5804995,58.24476624,5824,53.53500748,82.65616334,12.341634,5.002202657,SL2,0.857426625,1.383259686
Boosen,515,1,464075,5804995,57.45851898,5746,53.20832443,86.48596527,9.86183276,3.652201975,SU2,0.888760583,1.382852821
Boosen,516,1,464085,5804995,57.69008636,5769,52.83395004,85.47940362,11.02672003,3.49387635,SU2,0.849729337,1.387584515
Boosen,517,1,464095,5804995,58.19556046,5820,52.47995758,86.30411029,10.58418916,3.111700549,SU2,0.866457584,1.386124557
Boosen,518,1,464105,5804995,63.72592926,6373,52.20206451,86.36608764,9.967421067,3.666491295,SU2,0.93895755,1.375709241
Boosen,519,1,464115,5804995,65.17269897,6517,51.96665955,86.10039334,10.2523374,3.647269257,SU2,0.926804472,1.377183424
Boosen,520,1,464125,5804995,60.14955521,6015,51.77162933,86.29485763,10.16559884,3.539543529,SU2,0.9277835,1.377271257
Boosen,521,1,464135,5804995,58.38042831,5838,51.52839661,84.46175042,11.80816161,3.730087968,SU2,0.934979363,1.374576442
Boosen,522,1,464145,5804995,57.52099609,5752,51.32957458,83.21338078,13.00304574,3.783573474,SU2,0.948889884,1.371528219
Boosen,523,1,464155,5804995,50.34194565,5034,51.30195618,81.81924453,14.44442158,3.736333885,SU2,0.945466501,1.370817438
Boosen,524,1,464165,5804995,61.61677933,6162,51.41656113,80.83890239,15.58706769,3.574029918,SU2,1.456147768,1.303046309
Boosen,525,1,464055,5804985,59.31307602,5931,54.23644638,81.89893887,12.44086884,5.66019229,SL2,0.830960403,1.3860297
Boosen,526,1,464065,5804985,59.18886948,5919,54.0054512,83.24772967,11.87905536,4.873214972,SL2,0.836769671,1.386778842
Boosen,527,1,464075,5804985,58.36638641,5837,53.67156982,86.75049748,8.163094505,5.08640802,ST2,0.889540926,1.382232055
Boosen,528,1,464085,5804985,58.49997711,5850,53.25680923,86.66933504,9.519905106,3.810759857,SU2,0.828183176,1.391525476
Boosen,529,1,464095,5804985,58.20756912,5821,52.8911705,86.84582696,10.10018787,3.053985167,SU2,0.847855284,1.389265184
Boosen,530,1,464105,5804985,62.03513718,6204,52.57733917,85.88313053,10.37121026,3.745659205,SU2,0.905868793,1.379875058
Boosen,531,1,464115,5804985,59.09005356,5909,52.32579803,81.46425847,14.68579566,3.849945871,SU2,0.862655831,1.382077613
Boosen,532,1,464125,5804985,61.15243149,6115,52.06339645,83.51864964,12.61523592,3.866114444,SU2,0.905469566,1.377814864
Boosen,533,1,464135,5804985,51.31192398,5131,51.79325485,83.95992184,12.26765288,3.772425277,SU2,0.906059343,1.378163803
Boosen,534,1,464145,5804985,53.85975647,5386,51.61356354,84.52005155,11.74986048,3.730087968,SU2,0.917096606,1.377125242
Boosen,535,1,464155,5804985,52.73420334,5273,51.60870743,81.1973486,14.92085328,3.881798117,SU2,0.896185147,1.377094802
Boosen,536,1,464045,5804975,58.99301147,5899,54.58732605,82.50464685,12.73251207,4.762841087,SL2,0.861145824,1.382724061
Boosen,537,1,464055,5804975,53.62371063,5362,54.57772064,86.76438092,8.725732826,4.509886254,ST2,0.870625304,1.385212394
Boosen,538,1,464065,5804975,56.71116638,5671,54.36807632,86.83067174,8.278531674,4.890796584,ST2,0.840287221,1.389380871
Boosen,539,1,464075,5804975,57.97420883,5797,53.98927689,86.47101754,8.817867522,4.711114935,ST2,0.844487142,1.388563099
Boosen,540,1,464085,5804975,56.63285065,5663,53.57793045,87.23976495,10.05779866,2.702436393,SU2,0.824623762,1.393102127
Boosen,541,1,464095,5804975,58.88315201,5888,53.20135117,86.4470218,9.792884037,3.760094165,SU2,0.824926264,1.391824041
Boosen,542,1,464105,5804975,59.89731598,5990,52.88248825,82.85809883,13.30865078,3.833250395,SU2,0.867620955,1.382593656
Boosen,543,1,464115,5804975,54.61584091,5462,52.58066559,82.08313611,14.0556221,3.861241795,SU2,0.848100669,1.384676066
Boosen,544,1,464125,5804975,54.29581451,5430,52.29077148,82.18716299,13.90801383,3.904823178,SU2,0.853590602,1.383963607
Boosen,545,1,464135,5804975,43.66303253,4366,52.01275635,83.27461872,12.92652356,3.798857723,SU2,0.855315003,1.384718103
Boosen,546,1,464145,5804975,44.23072052,4423,51.91306686,82.87489491,13.28725165,3.837853449,SU2,0.95737192,1.370028611
Boosen,547,1,464045,5804965,55.02619553,5503,54.7740593,86.68273031,8.811043103,4.506226585,ST2,0.859484822,1.386721653
Boosen,548,1,464055,5804965,56.74705887,5675,54.7784462,86.73413573,8.892570559,4.373293708,SS,0.843977138,1.389038721
Boosen,549,1,464065,5804965,60.48360062,6048,54.54653168,86.77793883,8.270294034,4.951767134,ST2,0.840704127,1.389244177
Boosen,550,1,464075,5804965,54.28138351,5428,54.18828201,83.5112234,11.61762939,4.871147213,SL2,0.844961606,1.385841751
Boosen,551,1,464085,5804965,55.44658279,5545,53.79044342,87.02920219,9.405725622,3.56507219,SS,0.821460185,1.392926296
Boosen,552,1,464095,5804965,60.53956604,6054,53.43528366,85.79336847,10.09044372,4.116187809,SU2,0.8305424,1.390269804
Boosen,553,1,464105,5804965,50.79097748,5079,53.10507202,82.62920881,13.55882201,3.811969177,SU2,0.850602012,1.384820228
Boosen,554,1,464115,5804965,51.19842148,5120,52.78891754,82.49133336,13.64825093,3.860415709,SU2,0.848847186,1.384924928
Boosen,555,1,464125,5804965,45.29941559,4530,52.47265625,82.28765514,13.81762798,3.894716877,SU2,0.859910999,1.383158983
Boosen,556,1,464135,5804965,47.83938217,4784,52.25057602,83.63191824,12.57348967,3.794592084,SU2,0.87074284,1.382843971
Boosen,557,1,464145,5804965,53.52056503,5352,52.23216629,82.88567533,13.31689636,3.79742831,SU2,0.963912777,1.369152373
Boosen,558,1,464035,5804955,53.17510605,5318,54.80135727,84.07247812,12.59995862,3.327563261,SU2,0.881096335,1.382004721
Boosen,559,1,464045,5804955,49.87061691,4987,54.89281464,87.46225165,9.423291176,3.114457172,SS,0.843168085,1.390436488
Boosen,560,1,464055,5804955,54.75365448,5475,54.84135818,88.27678153,8.01373523,3.709483237,SS,0.844974404,1.390579653
Boosen,561,1,464065,5804955,56.65595245,5666,54.60982513,82.47000171,12.69398795,4.836010341,SL2,0.852412825,1.383895766
Boosen,562,1,464075,5804955,52.58554459,5259,54.25416183,81.67697335,13.45654249,4.866484166,SL2,0.810613732,1.389158859
Boosen,563,1,464085,5804955,56.15724564,5616,53.92431641,83.99040324,12.20834547,3.801251287,SU2,0.843507374,1.387017524
Boosen,564,1,464095,5804955,56.49780655,5650,53.59043884,82.53813269,13.55751701,3.904350308,SU2,0.83763045,1.386540004
Boosen,565,1,464105,5804955,54.49588394,5450,53.24578857,81.72980355,14.39344134,3.876755106,SU2,0.816596057,1.388858214
Boosen,566,1,464115,5804955,53.80584717,5381,52.93195343,82.31216686,13.81808956,3.869743577,SU2,0.831133477,1.387288546
Boosen,567,1,464125,5804955,48.99155426,4899,52.65250778,82.36535286,13.73298825,3.901658889,SU2,0.895721778,1.378164372
Boosen,568,1,464135,5804955,47.37203217,4737,52.51311874,82.1042235,14.0696654,3.826111097,SU2,0.890308592,1.378738518
Boosen,569,1,464035,5804945,50.53006363,5053,54.8531723,82.68183877,13.50975734,3.808403888,SU2,0.872015698,1.381831439
Boosen,570,1,464045,5804945,47.76169968,4776,54.92288208,82.51700591,13.58484925,3.898144839,SU2,0.826574092,1.388103172
Boosen,571,1,464055,5804945,50.55490112,5055,54.83861542,83.04642393,13.05940923,3.894166839,SU2,0.838243139,1.38689947
Boosen,572,1,464065,5804945,54.74618149,5475,54.60653305,82.25509943,13.22220433,4.522696237,SL2,0.878318615,1.380200998
Boosen,573,1,464075,5804945,54.00495529,5400,54.30078888,81.70738442,13.53823062,4.754384955,SL2,0.831067189,1.386315808
Boosen,574,1,464085,5804945,60.23205948,6023,54.01575851,81.67216215,13.82426633,4.503571514,SL2,0.820231533,1.387963842
Boosen,575,1,464095,5804945,57.02606201,5703,53.70623016,81.8803529,14.25986969,3.859777407,SU2,0.836029898,1.386219841
Boosen,576,1,464105,5804945,52.52885056,5253,53.39937973,82.01909901,14.16912849,3.811772502,SU2,0.825885543,1.387813668
Boosen,577,1,464115,5804945,53.04590988,5305,53.08218002,83.19798441,12.99203762,3.809977969,SU2,0.832513145,1.387891956
Boosen,578,1,464125,5804945,51.85937119,5186,52.85906982,83.10989578,13.10499365,3.785110574,SU2,0.896215092,1.378801949
Boosen,579,1,464035,5804935,52.86450577,5286,54.89131546,81.84149369,14.34965218,3.808854136,SU2,0.982479384,1.36567373
Boosen,580,1,464045,5804935,53.47539902,5348,54.90745926,81.81512422,14.38979077,3.79508501,SU2,0.930150384,1.37291733
Boosen,581,1,464055,5804935,54.29104996,5429,54.81217194,82.12037078,14.05109521,3.828534009,SU2,0.918566294,1.374784104
Boosen,582,1,464065,5804935,58.93810272,5894,54.60052109,82.21951175,13.94796856,3.832519697,SU2,0.851563359,1.384317077
Boosen,583,1,464075,5804935,56.00655365,5601,54.31574631,83.27502598,12.22431763,4.500656387,SL2,0.871595249,1.382048735
Boosen,584,1,464085,5804935,54.85084915,5485,54.07027817,81.45825351,13.34570132,5.196045174,SL2,0.847443505,1.383537412
Boosen,585,1,464095,5804935,60.14845657,6015,53.80535507,81.49916868,13.24878541,5.252045912,SL2,0.827519498,1.386384706
Boosen,586,1,464105,5804935,55.87327576,5587,53.52261734,81.93348157,13.59050981,4.476008621,SU2,0.875762507,1.380306849
Boosen,587,1,464115,5804935,54.34015274,5434,53.26131439,83.66484079,12.61642212,3.718737096,SU2,0.875488076,1.382240721
Boosen,588,1,464125,5804935,61.41958237,6142,53.11100006,83.47747881,12.69511066,3.827410535,SU2,0.95017454,1.371556511
Boosen,589,1,464055,5804925,52.98869705,5299,54.74084473,81.43634052,14.66954382,3.894115661,SU2,0.971375774,1.366810799
Boosen,590,1,464065,5804925,57.63622284,5764,54.50133514,82.50204768,13.58526671,3.91268561,SU2,0.881596368,1.380267755
Boosen,591,1,464075,5804925,54.85681152,5486,54.30767059,82.02439605,14.15798725,3.817616702,SU2,0.861532271,1.382740185
Boosen,592,1,464085,5804925,56.30696487,5631,54.11350632,81.26067292,13.55165547,5.187671613,SL2,0.826350574,1.386377833
Boosen,593,1,464095,5804925,56.43432236,5643,53.9003334,80.5336276,13.69194783,5.774424572,SL2,0.843519703,1.382993921
Boosen,594,1,464105,5804925,55.87577057,5588,53.67131424,82.20434021,13.26718446,4.52847533,SL2,0.90657126,1.376176466
Boosen,595,1,464115,5804925,54.0685997,5407,53.48420715,81.04558336,15.08442033,3.869996311,SU2,0.883601184,1.378741688
Boosen,596,1,464075,5804915,58.1059761,5811,54.25053406,81.70192978,14.46160984,3.836460382,SU2,0.961026407,1.368503742
Boosen,597,1,464085,5804915,56.00192642,5600,54.1204567,80.29920633,14.87106203,4.829731641,SL2,0.956438315,1.367408401
Boosen,598,1,464095,5804915,51.92066574,5192,53.97751617,81.42624702,13.98592697,4.587826018,SL2,0.948228525,1.369652332
Boosen,599,1,464105,5804915,50.67912292,5068,53.83355331,81.51053743,14.64474667,3.8447159,SU2,0.993972272,1.363785032
Boosen,600,1,464085,5804905,51.43170166,5143,54.08092499,80.67096416,15.32514565,4.003890189,SU2,0.988062612,1.363786789
Boosen,601,1,464095,5804905,51.10106277,5110,54.01583099,81.40232683,14.85333566,3.744337507,SU2,0.976096981,1.366206269
Boosen,602,1,464105,5804905,50.36875916,5037,53.9705658,81.51357787,14.67800988,3.808412254,SU2,1.006831382,1.362040561
Boosen,603,1,464135,5805415,69.95845795,6996,51.23522568,70.93257732,22.31492413,6.752498551,SL2,1.055774936,1.344655056
Boosen,604,1,464145,5805415,68.2505722,6825,50.96659851,71.7806101,22.89272444,5.326665466,SL2,1.039986785,1.348272545
Boosen,605,1,464155,5805415,70.43473053,7043,50.68650818,71.3697089,23.09321715,5.537073944,SL2,1.047764469,1.346749524
Boosen,606,1,464165,5805415,69.97031403,6997,50.38556671,71.98038255,22.59290924,5.426708209,SL2,1.030290645,1.349715322
Boosen,607,1,464175,5805415,68.90812683,6891,50.11902237,71.36785181,23.06437429,5.567773904,SL2,1.071404878,1.343529627
Boosen,608,1,464185,5805415,69.38877869,6939,49.91970062,71.19843575,23.65981141,5.141752842,SL2,1.080076933,1.342432064
Boosen,609,1,464195,5805415,61.53625107,6154,49.75384903,71.87834099,23.23300071,4.888658301,SL2,1.069528423,1.34457734
Boosen,610,1,464205,5805415,65.07285309,6507,49.61030579,72.81133948,20.97947321,6.209187313,SL2,1.065201706,1.34529098
Boosen,611,1,464125,5805405,65.49620819,6550,51.40543747,70.80624057,20.4292176,8.764541825,SL3,0.865253036,1.36991305
Boosen,612,1,464135,5805405,70.07266235,7007,51.1909523,72.10409249,21.5974268,6.298480717,SL2,0.975817265,1.356848562
Boosen,613,1,464145,5805405,70.8686142,7087,51.01215744,70.75657168,23.64968896,5.593739359,SL2,0.970205004,1.356817473
Boosen,614,1,464155,5805405,69.02629089,6903,50.74645996,71.47651878,22.99930942,5.524171801,SL2,0.944859276,1.360993927
Boosen,615,1,464165,5805405,74.4322052,7443,50.49002075,72.58788552,21.20249675,6.209617721,SL2,0.940030022,1.36227749
Boosen,616,1,464175,5805405,66.8986969,6690,50.28328323,71.90211007,22.6618627,5.436027229,SL2,0.961694072,1.359072108
Boosen,617,1,464185,5805405,71.3003006,7130,50.11761475,71.41209324,23.28376254,5.304144222,SL2,0.965886645,1.35813392
Boosen,618,1,464195,5805405,67.5463562,6755,49.91864395,71.69528656,22.72574226,5.578971177,SL2,0.945099226,1.361122298
Boosen,619,1,464205,5805405,66.34589386,6635,49.77629471,71.2376206,20.11263862,8.649740776,SL3,0.971125095,1.355530022
Boosen,620,1,464125,5805395,65.6757431,6568,51.49027634,71.94936255,22.50364472,5.546992739,SL2,0.790589876,1.383236332
Boosen,621,1,464135,5805395,70.83601379,7084,51.31283188,71.86970193,22.51555903,5.614739041,SL2,0.833089539,1.37703683
Boosen,622,1,464145,5805395,75.21757507,7522,51.16267395,71.29883161,23.09911292,5.602055471,SL2,0.8446115,1.374905238
Boosen,623,1,464155,5805395,76.24511719,7625,50.93896103,72.25999884,22.14949121,5.590509946,SL2,0.827925817,1.378125795
Boosen,624,1,464165,5805395,70.50462341,7050,50.72699356,72.79060285,21.51813885,5.691258303,SL2,0.821349168,1.37947515
Boosen,625,1,464175,5805395,78.49042511,7849,50.58218002,72.72579611,21.84904572,5.425158172,SL2,0.843025268,1.376462019
Boosen,626,1,464185,5805395,76.25992584,7626,50.41864395,72.35725438,22.1949332,5.447812418,SL2,0.838759683,1.376737857
Boosen,627,1,464195,5805395,73.75081635,7375,50.22829056,72.36148798,21.30025161,6.338260408,SL2,0.822363913,1.378623067
Boosen,628,1,464115,5805385,71.49760437,7150,51.86067581,71.91827868,22.90823861,5.173482712,SL2,0.780687471,1.384831009
Boosen,629,1,464125,5805385,76.03874969,7604,51.6938858,71.82917832,23.26718076,4.903640914,SL2,0.797446274,1.382476767
Boosen,630,1,464135,5805385,78.72750854,7873,51.548069,71.43046307,22.87410569,5.695431247,SL2,0.795520869,1.381998642
Boosen,631,1,464145,5805385,75.3298111,7533,51.40935898,71.62120213,22.78023901,5.598558855,SL2,0.796188605,1.382118242
Boosen,632,1,464155,5805385,76.8375473,7684,51.22192001,71.75532573,21.68363655,6.561037724,SL2,0.824716442,1.37764496
Boosen,633,1,464165,5805385,70.22071838,7022,51.06085587,71.88096967,21.79736526,6.32166507,SL2,0.819931966,1.378562252
Boosen,634,1,464175,5805385,78.36312866,7836,50.94259644,72.73922974,21.78162394,5.479146325,SL2,0.851856597,1.375189566
Boosen,635,1,464185,5805385,78.34500885,7835,50.79440308,72.75549184,21.56944004,5.675068122,SL2,0.841440613,1.376584447
Boosen,636,1,464195,5805385,74.00959778,7401,50.60164642,72.49377926,21.16275847,6.343462272,SL2,0.838633577,1.376411917
Boosen,637,1,464115,5805375,78.672966,7867,52.07431412,72.09695384,22.85976094,5.043285223,SL2,0.811919737,1.380558064
Boosen,638,1,464125,5805375,85.66899872,8567,51.94657516,72.17290664,22.88679712,4.940296242,SL2,0.804459087,1.381748133
Boosen,639,1,464135,5805375,81.73643494,8174,51.82030487,72.17573397,22.7998443,5.02442173,SL2,0.825600878,1.37867722
Boosen,640,1,464145,5805375,74.54959106,7455,51.68596649,72.17518061,22.4387627,5.386056693,SL2,0.813855295,1.380171482
Boosen,641,1,464155,5805375,82.87042236,8287,51.54244232,72.16346694,21.84038321,5.996149846,SL2,0.822195608,1.378651792
Boosen,642,1,464165,5805375,77.84962463,7785,51.42788696,72.56936264,22.31507262,5.115564737,SL2,0.827167837,1.378748118
Boosen,643,1,464175,5805375,82.77011871,8277,51.34140396,71.73523142,22.66828145,5.596487134,SL2,0.85739707,1.373469978
Boosen,644,1,464185,5805375,74.86484528,7486,51.19536209,72.80471402,21.68028876,5.514997222,SL2,0.833629774,1.377823485
Boosen,645,1,464195,5805375,81.47019958,8147,51.0317688,73.0208925,21.59859744,5.380510065,SL2,0.835307746,1.377841325
Boosen,646,1,464115,5805365,82.79678345,8280,52.3302536,72.17805503,22.59884025,5.223104722,SL2,0.810241552,1.380776385
Boosen,647,1,464125,5805365,88.76760864,8877,52.21105576,72.4354721,22.1383278,5.426200099,SL2,0.810273717,1.38089051
Boosen,648,1,464135,5805365,79.3151474,7932,52.09268188,72.58965415,21.88667006,5.523675794,SL2,0.818455795,1.379801322
Boosen,649,1,464145,5805365,80.01174164,8001,51.96851349,72.61026462,22.37985273,5.009882645,SL2,0.817698528,1.380193
Boosen,650,1,464155,5805365,80.93757629,8094,51.85358429,72.68829867,22.23194296,5.079758368,SL2,0.822376331,1.379555081
Boosen,651,1,464165,5805365,78.41146088,7841,51.76359177,72.61741817,22.17190786,5.210673965,SL2,0.83558339,1.377539212
Boosen,652,1,464175,5805365,78.83983612,7884,51.69821167,72.64787104,21.84701674,5.505112224,SL2,0.868927421,1.372675729
Boosen,653,1,464185,5805365,75.90595245,7591,51.5812149,72.71719501,21.80882389,5.473981101,SL2,0.821169336,1.379549318
Boosen,654,1,464105,5805355,78.16589355,7817,52.72829437,72.2910822,22.5720454,5.136872399,SL2,0.793428466,1.383335996
Boosen,655,1,464115,5805355,83.73045349,8373,52.6272049,72.29327404,21.89718156,5.809544407,SL2,0.8026437,1.381664676
Boosen,656,1,464125,5805355,88.3747406,8837,52.51712799,72.58188011,21.40444942,6.01367047,SL2,0.775939389,1.385659855
Boosen,657,1,464135,5805355,77.13760376,7714,52.38197708,72.66059116,21.48072029,5.858688547,SL2,0.769485384,1.386742277
Boosen,658,1,464145,5805355,86.10914612,8611,52.24856567,72.67307668,21.45795396,5.868969361,SL2,0.799973513,1.382347812
Boosen,659,1,464155,5805355,72.79185486,7279,52.14076233,72.5913329,21.14199418,6.266672923,SL2,0.794997532,1.382787445
Boosen,660,1,464165,5805355,79.94548035,7995,52.08020401,72.63736142,20.31118845,7.051450128,SL2,0.8433387,1.375500749
Boosen,661,1,464175,5805355,76.91187286,7691,52.03129959,73.80979907,20.72609278,5.464108159,SL2,0.799945599,1.383548367
Boosen,662,1,464185,5805355,76.22550201,7623,51.96835709,73.627636,21.18350435,5.18885965,SL2,0.791106444,1.384804743
Boosen,663,1,464105,5805345,76.43481445,7643,53.0294342,72.70552996,22.10409204,5.190377999,SL2,0.798654323,1.382916173
Boosen,664,1,464115,5805345,82.84057617,8284,52.94075775,72.62850062,21.44334737,5.928152008,SL2,0.797433322,1.382643944
Boosen,665,1,464125,5805345,83.06695557,8307,52.80954361,72.11650467,21.59336848,6.290126847,SL2,0.763349554,1.386936089
Boosen,666,1,464135,5805345,80.7011261,8070,52.65244293,73.03272422,21.1337749,5.83350088,SL2,0.761393543,1.388251556
Boosen,667,1,464145,5805345,80.00678253,8001,52.51868439,73.19639808,21.51358635,5.290015571,SL2,0.785504434,1.385185696
Boosen,668,1,464155,5805345,72.42274475,7242,52.42332077,72.36120201,21.22949358,6.409304408,SL2,0.8035111,1.381289316
Boosen,669,1,464165,5805345,83.50621796,8351,52.38410568,72.19885343,19.63396081,8.167185755,SL3,0.84014299,1.374998834
Boosen,670,1,464175,5805345,74.37545013,7438,52.35841751,74.34405561,17.84180608,7.814138308,SL3,0.840102613,1.377050438
Boosen,671,1,464185,5805345,75.77722931,7578,52.34511566,73.98889911,18.51598523,7.495115667,SL2,0.792316203,1.383753312
