Field_name,Field_Profile_number,Horizon_number,Easting,Northing,measured_yield,Yield_kg_per_ha,height,SAND,SILT,CLAY,Upper_depth,Lower_depth,Thickness,KA5,SOC,BD
Boosen,1598,3,463315,5805075,91.86408997,9186,54.79130554,69.31060702,20.11189317,10.57749982,60,90,30,SL3,0.190545721,1.471088744
Boosen,1598,4,463315,5805075,91.86408997,9186,54.79130554,69.31060702,20.11189317,10.57749982,90,200,110,SL3,0.190545721,1.471088744
Boosen,1599,1,463325,5805075,89.17199707,8917,54.69133759,66.64039132,23.62689713,9.732711552,0,30,30,SL3,1.763857231,1.250804244
Boosen,1599,2,463325,5805075,89.17199707,8917,54.69133759,66.70111394,22.88200579,10.41688027,30,60,30,SL3,0.970148755,1.350811605
Boosen,1599,3,463325,5805075,89.17199707,8917,54.69133759,68.51892636,20.80283071,10.67824294,60,90,30,SL3,0.250481154,1.460498595
Boosen,1599,4,463325,5805075,89.17199707,8917,54.69133759,68.51892636,20.80283071,10.67824294,90,200,110,SL3,0.250481154,1.460498595
Boosen,1600,1,463335,5805075,93.72711945,9373,54.5579567,65.34786547,25.08360296,9.568531568,0,30,30,SL3,1.847172868,1.240261627
Boosen,1600,2,463335,5805075,93.72711945,9373,54.5579567,65.35620018,24.35783728,10.28596254,30,60,30,SL3,0.970148755,1.349710884
Boosen,1600,3,463335,5805075,93.72711945,9373,54.5579567,66.97834458,22.44930571,10.57234971,60,90,30,SL3,0.250481154,1.459214975
Boosen,1600,4,463335,5805075,93.72711945,9373,54.5579567,66.97834458,22.44930571,10.57234971,90,200,110,SL3,0.250481154,1.459214975
Boosen,1601,1,463345,5805075,92.32312775,9232,54.43063354,62.21483528,25.76899712,12.01616759,0,30,30,SL4,1.753488491,1.246976259
Boosen,1601,2,463345,5805075,92.32312775,9232,54.43063354,61.72242491,25.32096608,12.95660901,30,60,30,SL4,0.940357786,1.34930888
Boosen,1601,3,463345,5805075,92.32312775,9232,54.43063354,63.4962589,23.79686555,12.70687555,60,90,30,SL4,0.120377117,1.476644572
Boosen,1601,4,463345,5805075,92.32312775,9232,54.43063354,63.4962589,23.79686555,12.70687555,90,200,110,SL4,0.120377117,1.476644572
Boosen,1602,1,463355,5805075,94.87689209,9488,54.33205795,61.25735733,26.62122901,12.12141366,0,30,30,SL4,1.798869787,1.240878039
Boosen,1602,2,463355,5805075,94.87689209,9488,54.33205795,60.50017385,26.36760851,13.13221764,30,60,30,SL4,2.119573336,1.20437792
Boosen,1602,3,463355,5805075,94.87689209,9488,54.33205795,62.32125274,24.86317868,12.81556858,60,90,30,SL4,1.055071265,1.334138843
Boosen,1602,4,463355,5805075,94.87689209,9488,54.33205795,62.32125274,24.86317868,12.81556858,90,200,110,SL4,1.055071265,1.334138843
Boosen,1603,1,463365,5805075,98.16381836,9816,54.28536987,63.07875293,25.64603814,11.27520893,0,30,30,SL3,1.781478478,1.244888247
Boosen,1603,2,463365,5805075,98.16381836,9816,54.28536987,62.43333501,25.30230041,12.26436458,30,60,30,SL4,1.094880963,1.329147134
Boosen,1603,3,463365,5805075,98.16381836,9816,54.28536987,63.67543175,24.15112496,12.17344329,60,90,30,SL4,0.607845472,1.39952686
Boosen,1603,4,463365,5805075,98.16381836,9816,54.28536987,63.67543175,24.15112496,12.17344329,90,200,110,SL4,0.607845472,1.39952686
Boosen,1604,1,463375,5805075,96.53507996,9654,54.2412796,63.21900265,25.19897335,11.58202399,0,30,30,SL4,1.855236736,1.236462241
Boosen,1604,2,463375,5805075,96.53507996,9654,54.2412796,62.47258651,25.09071681,12.43669668,30,60,30,SL4,0.970327265,1.346070565
Boosen,1604,3,463375,5805075,96.53507996,9654,54.2412796,64.10666604,23.50851948,12.38481448,60,90,30,SL4,0.178544112,1.467623645
Boosen,1604,4,463375,5805075,96.53507996,9654,54.2412796,64.10666604,23.50851948,12.38481448,90,200,110,SL4,0.178544112,1.467623645
Boosen,1605,1,463215,5805065,52.02984619,5203,56.08431244,74.29913418,19.52934096,6.171524863,0,30,30,SL2,1.653059121,1.272222081
Boosen,1605,2,463215,5805065,52.02984619,5203,56.08431244,74.00324741,19.49968209,6.497070496,30,60,30,SL2,2.119573336,1.21953443
Boosen,1605,3,463215,5805065,52.02984619,5203,56.08431244,72.88389815,18.32921066,8.786891193,60,90,30,SL3,1.055071265,1.345395022
Boosen,1605,4,463215,5805065,52.02984619,5203,56.08431244,72.88389815,18.32921066,8.786891193,90,200,110,SL3,1.055071265,1.345395022
Boosen,1606,1,463225,5805065,59.84204865,5984,56.01765442,74.53598688,19.67343559,5.790577534,0,30,30,SL2,1.273687724,1.319466094
Boosen,1606,2,463225,5805065,59.84204865,5984,56.01765442,74.24196895,19.25659196,6.501439087,30,60,30,SL2,0.53486027,1.42269892
Boosen,1606,3,463225,5805065,59.84204865,5984,56.01765442,73.23691704,17.87256034,8.890522623,60,90,30,SL3,0.10366702,1.489892831
Boosen,1606,4,463225,5805065,59.84204865,5984,56.01765442,73.23691704,17.87256034,8.890522623,90,200,110,SL3,0.10366702,1.489892831
Boosen,1607,1,463235,5805065,76.87238312,7687,55.92181015,73.76499517,20.19603222,6.038972612,0,30,30,SL2,1.267147473,1.319512031
Boosen,1607,2,463235,5805065,76.87238312,7687,55.92181015,73.5068799,19.40679515,7.086324951,30,60,30,SL2,0.611582274,1.410132952
Boosen,1607,3,463235,5805065,76.87238312,7687,55.92181015,72.9004784,17.80000929,9.29951231,60,90,30,SL3,0.274454821,1.461114673
Boosen,1607,4,463235,5805065,76.87238312,7687,55.92181015,72.9004784,17.80000929,9.29951231,90,200,110,SL3,0.274454821,1.461114673
Boosen,1608,1,463245,5805065,89.22307587,8922,55.68610001,73.30326216,19.30362209,7.393115752,0,30,30,SL2,1.262994874,1.318948165
Boosen,1608,2,463245,5805065,89.22307587,8922,55.68610001,73.15686472,18.85219008,7.990945205,30,60,30,SL3,0.890125372,1.368841034
Boosen,1608,3,463245,5805065,89.22307587,8922,55.68610001,72.48104847,18.14712053,9.371830996,60,90,30,SL3,0.181864786,1.475903535
Boosen,1608,4,463245,5805065,89.22307587,8922,55.68610001,72.48104847,18.14712053,9.371830996,90,200,110,SL3,0.181864786,1.475903535
Boosen,1609,1,463255,5805065,93.17739868,9318,55.46378708,73.00116152,18.86460308,8.134235392,0,30,30,SL3,1.263974644,1.318176382
Boosen,1609,2,463255,5805065,93.17739868,9318,55.46378708,73.21288499,18.19713485,8.589980162,30,60,30,SL3,0.66279704,1.401454282
Boosen,1609,3,463255,5805065,93.17739868,9318,55.46378708,72.9083035,17.74315857,9.348537928,60,90,30,SL3,0.182392123,1.476199284
Boosen,1609,4,463255,5805065,93.17739868,9318,55.46378708,72.9083035,17.74315857,9.348537928,90,200,110,SL3,0.182392123,1.476199284
Boosen,1610,1,463265,5805065,81.9702301,8197,55.38748932,68.16893287,22.47859316,9.352473963,0,30,30,SL3,1.397515739,1.296354228
Boosen,1610,2,463265,5805065,81.9702301,8197,55.38748932,68.39394961,21.78101806,9.825032333,30,60,30,SL3,0.738907702,1.385431699
Boosen,1610,3,463265,5805065,81.9702301,8197,55.38748932,69.28276624,20.51115239,10.20608137,60,90,30,SL3,0.361618879,1.443496504
Boosen,1610,4,463265,5805065,81.9702301,8197,55.38748932,69.28276624,20.51115239,10.20608137,90,200,110,SL3,0.361618879,1.443496504
Boosen,1611,1,463275,5805065,80.80541992,8081,55.28816605,67.71280623,22.09525516,10.19193861,0,30,30,SL3,1.403679501,1.294752603
Boosen,1611,2,463275,5805065,80.80541992,8081,55.28816605,67.77592008,21.48703128,10.73704864,30,60,30,SL3,0.760015106,1.381352816
Boosen,1611,3,463275,5805065,80.80541992,8081,55.28816605,68.78529868,20.27719087,10.93751045,60,90,30,SL3,0.322500266,1.448938251
Boosen,1611,4,463275,5805065,80.80541992,8081,55.28816605,68.78529868,20.27719087,10.93751045,90,200,110,SL3,0.322500266,1.448938251
Boosen,1612,1,463285,5805065,79.69302368,7969,55.17520905,67.01634997,22.44237447,10.54127556,0,30,30,SL3,1.596083822,1.27041527
Boosen,1612,2,463285,5805065,79.69302368,7969,55.17520905,66.92611884,21.52371515,11.55016601,30,60,30,SL4,0.654861948,1.395643206
Boosen,1612,3,463285,5805065,79.69302368,7969,55.17520905,68.03694731,20.4126983,11.55035438,60,90,30,SL4,0.214163446,1.465582115
Boosen,1612,4,463285,5805065,79.69302368,7969,55.17520905,68.03694731,20.4126983,11.55035438,90,200,110,SL4,0.214163446,1.465582115
Boosen,1613,1,463295,5805065,87.10788727,8711,55.02822876,61.60902976,27.13361735,11.25735289,0,30,30,SL3,1.597193871,1.265215276
Boosen,1613,2,463295,5805065,87.10788727,8711,55.02822876,60.66738885,27.11056071,12.22205044,30,60,30,SL4,0.654861948,1.389859286
Boosen,1613,3,463295,5805065,87.10788727,8711,55.02822876,62.63057795,25.25678027,12.11264178,60,90,30,SL4,0.214163446,1.460595237
Boosen,1613,4,463295,5805065,87.10788727,8711,55.02822876,62.63057795,25.25678027,12.11264178,90,200,110,SL4,0.214163446,1.460595237
Boosen,1614,1,463305,5805065,92.65104675,9265,54.89032364,66.43292827,24.32042483,9.246646905,0,30,30,SL3,1.552695154,1.275797356
Boosen,1614,2,463305,5805065,92.65104675,9265,54.89032364,66.41294849,23.49846365,10.08858786,30,60,30,SL3,0.654861948,1.395952173
Boosen,1614,3,463305,5805065,92.65104675,9265,54.89032364,68.16580233,21.34432715,10.48987052,60,90,30,SL3,0.214163446,1.466241685
Boosen,1614,4,463305,5805065,92.65104675,9265,54.89032364,68.16580233,21.34432715,10.48987052,90,200,110,SL3,0.214163446,1.466241685
Boosen,1615,1,463315,5805065,90.19464111,9019,54.77054214,64.20777397,25.98011818,9.812107846,0,30,30,SL3,1.527964755,1.276571255
Boosen,1615,2,463315,5805065,90.19464111,9019,54.77054214,63.73854305,25.54719473,10.71426222,30,60,30,SL3,0.368248594,1.437363879
Boosen,1615,3,463315,5805065,90.19464111,9019,54.77054214,65.80602543,23.22291254,10.97106204,60,90,30,SL3,0.184721257,1.4688056
Boosen,1615,4,463315,5805065,90.19464111,9019,54.77054214,65.80602543,23.22291254,10.97106204,90,200,110,SL3,0.184721257,1.4688056
Boosen,1616,1,463325,5805065,93.04642487,9305,54.66150665,63.24746601,25.54559755,11.20693643,0,30,30,SL3,1.762343356,1.247269915
Boosen,1616,2,463325,5805065,93.04642487,9305,54.66150665,62.73087846,24.55852018,12.71060136,30,60,30,SL4,0.760015106,1.375951046
Boosen,1616,3,463325,5805065,93.04642487,9305,54.66150665,64.53533233,22.86244506,12.60222261,60,90,30,SL4,0.322500266,1.444386647
Boosen,1616,4,463325,5805065,93.04642487,9305,54.66150665,64.53533233,22.86244506,12.60222261,90,200,110,SL4,0.322500266,1.444386647
Boosen,1617,1,463335,5805065,95.80501556,9581,54.52672577,59.06053113,29.02260699,11.91686188,0,30,30,SL4,1.742623113,1.245543406
Boosen,1617,2,463335,5805065,95.80501556,9581,54.52672577,57.92440894,28.85787217,13.21771889,30,60,30,SL4,1.128796228,1.320198576
Boosen,1617,3,463335,5805065,95.80501556,9581,54.52672577,60.15749718,26.6847417,13.15776112,60,90,30,SL4,0.691359805,1.383528631
Boosen,1617,4,463335,5805065,95.80501556,9581,54.52672577,60.15749718,26.6847417,13.15776112,90,200,110,SL4,0.691359805,1.383528631
Boosen,1618,1,463345,5805065,91.32861328,9133,54.3874588,62.10288106,26.13368966,11.76342928,0,30,30,SL4,1.726234187,1.250166004
Boosen,1618,2,463345,5805065,91.32861328,9133,54.3874588,61.71941035,25.35837751,12.92221214,30,60,30,SL4,1.091672854,1.328618459
Boosen,1618,3,463345,5805065,91.32861328,9133,54.3874588,63.36126782,23.99508061,12.64365156,60,90,30,SL4,0.597565399,1.400558262
Boosen,1618,4,463345,5805065,91.32861328,9133,54.3874588,63.36126782,23.99508061,12.64365156,90,200,110,SL4,0.597565399,1.400558262
Boosen,1619,1,463355,5805065,96.65341949,9665,54.3117485,55.16789099,32.76382435,12.06828467,0,30,30,SL4,1.743328634,1.242002023
Boosen,1619,2,463355,5805065,96.65341949,9665,54.3117485,53.69028731,33.06832409,13.2413886,30,60,30,SL4,0.368248594,1.427329951
Boosen,1619,3,463355,5805065,96.65341949,9665,54.3117485,56.73794624,30.13545846,13.1265953,60,90,30,SL4,0.184721257,1.459815042
Boosen,1619,4,463355,5805065,96.65341949,9665,54.3117485,56.73794624,30.13545846,13.1265953,90,200,110,SL4,0.184721257,1.459815042
Boosen,1620,1,463365,5805065,95.20605469,9521,54.28772354,58.21911589,29.73378398,12.04710013,0,30,30,SL4,1.818458216,1.236044114
Boosen,1620,2,463365,5805065,95.20605469,9521,54.28772354,57.02563379,29.82777143,13.14659478,30,60,30,SL4,0.970327265,1.340972206
Boosen,1620,3,463365,5805065,95.20605469,9521,54.28772354,59.45591263,27.69824969,12.84583768,60,90,30,SL4,0.178544112,1.463345463
Boosen,1620,4,463365,5805065,95.20605469,9521,54.28772354,59.45591263,27.69824969,12.84583768,90,200,110,SL4,0.178544112,1.463345463
Boosen,1621,1,463375,5805065,94.08732605,9409,54.22791672,62.6175379,25.83040779,11.55205431,0,30,30,SL4,1.823912532,1.239500692
Boosen,1621,2,463375,5805065,94.08732605,9409,54.22791672,61.77037867,25.6337344,12.59588693,30,60,30,SL4,0.368248594,1.434682463
Boosen,1621,3,463375,5805065,94.08732605,9409,54.22791672,63.45097208,24.05781635,12.49121156,60,90,30,SL4,0.184721257,1.46597476
Boosen,1621,4,463375,5805065,94.08732605,9409,54.22791672,63.45097208,24.05781635,12.49121156,90,200,110,SL4,0.184721257,1.46597476
Boosen,1622,1,463215,5805055,63.08558655,6309,56.19795227,71.98455929,20.90412273,7.111317986,0,30,30,SL2,1.492811851,1.289013909
Boosen,1622,2,463215,5805055,63.08558655,6309,56.19795227,71.94460362,19.96649396,8.088902412,30,60,30,SL3,0.537172596,1.419530045
Boosen,1622,3,463215,5805055,63.08558655,6309,56.19795227,72.4268925,18.40098047,9.172127034,60,90,30,SL3,0.103538791,1.489065392
Boosen,1622,4,463215,5805055,63.08558655,6309,56.19795227,72.4268925,18.40098047,9.172127034,90,200,110,SL3,0.103538791,1.489065392
Boosen,1623,1,463225,5805055,67.98612976,6799,56.11013031,72.60044031,20.89282068,6.506739009,0,30,30,SL2,1.172686766,1.330591124
Boosen,1623,2,463225,5805055,67.98612976,6799,56.11013031,72.92479261,19.41991287,7.65529452,30,60,30,SL3,0.53486027,1.420958838
Boosen,1623,3,463225,5805055,67.98612976,6799,56.11013031,73.99758994,16.53061325,9.471796817,60,90,30,SL3,0.10366702,1.490253457
Boosen,1623,4,463225,5805055,67.98612976,6799,56.11013031,73.99758994,16.53061325,9.471796817,90,200,110,SL3,0.10366702,1.490253457
Boosen,1624,1,463235,5805055,77.52986908,7753,55.98410034,72.70123954,20.64961178,6.649148683,0,30,30,SL2,1.173701037,1.3304713
Boosen,1624,2,463235,5805055,77.52986908,7753,55.98410034,73.08919487,18.78177824,8.12902689,30,60,30,SL3,0.66279704,1.401584869
Boosen,1624,3,463235,5805055,77.52986908,7753,55.98410034,74.0672346,15.4429125,10.4898529,60,90,30,SL3,0.182392123,1.476616672
Boosen,1624,4,463235,5805055,77.52986908,7753,55.98410034,74.0672346,15.4429125,10.4898529,90,200,110,SL3,0.182392123,1.476616672
Boosen,1625,1,463245,5805055,91.56037903,9156,55.72304535,72.9178822,19.37131055,7.710807251,0,30,30,SL3,1.253377146,1.319693925
Boosen,1625,2,463245,5805055,91.56037903,9156,55.72304535,72.78679309,18.67599286,8.537214047,30,60,30,SL3,0.317021854,1.454533881
Boosen,1625,3,463245,5805055,91.56037903,9156,55.72304535,72.90311001,17.16081715,9.936072844,60,90,30,SL3,0.144453861,1.482209035
Boosen,1625,4,463245,5805055,91.56037903,9156,55.72304535,72.90311001,17.16081715,9.936072844,90,200,110,SL3,0.144453861,1.482209035
Boosen,1626,1,463255,5805055,94.41584778,9442,55.59458923,71.72334933,20.69309695,7.583553719,0,30,30,SL3,1.296940183,1.313106587
Boosen,1626,2,463255,5805055,94.41584778,9442,55.59458923,71.99148197,19.44276269,8.565755338,30,60,30,SL3,0.582363061,1.412455805
Boosen,1626,3,463255,5805055,94.41584778,9442,55.59458923,72.72331929,17.55494146,9.721739252,60,90,30,SL3,0.132570482,1.484153794
Boosen,1626,4,463255,5805055,94.41584778,9442,55.59458923,72.72331929,17.55494146,9.721739252,90,200,110,SL3,0.132570482,1.484153794
Boosen,1627,1,463265,5805055,80.36008453,8036,55.49428177,71.43672903,20.45578235,8.107488617,0,30,30,SL3,1.486930331,1.288745137
Boosen,1627,2,463265,5805055,80.36008453,8036,55.49428177,71.55405505,19.80447452,8.64147043,30,60,30,SL3,0.654861948,1.401165544
Boosen,1627,3,463265,5805055,80.36008453,8036,55.49428177,72.31553484,17.74128657,9.943178592,60,90,30,SL3,0.214163446,1.470128869
Boosen,1627,4,463265,5805055,80.36008453,8036,55.49428177,72.31553484,17.74128657,9.943178592,90,200,110,SL3,0.214163446,1.470128869
Boosen,1628,1,463275,5805055,80.11077881,8011,55.40921402,68.81232517,21.69167128,9.496003555,0,30,30,SL3,1.490025236,1.28536848
Boosen,1628,2,463275,5805055,80.11077881,8011,55.40921402,69.06167574,20.68212956,10.2561947,30,60,30,SL3,1.094880963,1.335942192
Boosen,1628,3,463275,5805055,80.11077881,8011,55.40921402,69.25979382,20.08439092,10.65581526,60,90,30,SL3,0.607845472,1.405161698
Boosen,1628,4,463275,5805055,80.11077881,8011,55.40921402,69.25979382,20.08439092,10.65581526,90,200,110,SL3,0.607845472,1.405161698
Boosen,1629,1,463285,5805055,78.49438477,7849,55.24894714,66.39837798,22.91543708,10.68618494,0,30,30,SL3,1.646200163,1.263838384
Boosen,1629,2,463285,5805055,78.49438477,7849,55.24894714,66.27112811,21.602908,12.12596389,30,60,30,SL4,2.119573336,1.209910778
Boosen,1629,3,463285,5805055,78.49438477,7849,55.24894714,67.01737258,20.91090247,12.07172495,60,90,30,SL4,1.055071265,1.338602483
Boosen,1629,4,463285,5805055,78.49438477,7849,55.24894714,67.01737258,20.91090247,12.07172495,90,200,110,SL4,1.055071265,1.338602483
Boosen,1630,1,463295,5805055,82.65141296,8265,55.08385849,62.66133303,25.95488474,11.38378223,0,30,30,SL3,1.630861538,1.262050185
Boosen,1630,2,463295,5805055,82.65141296,8265,55.08385849,62.0409654,25.30957658,12.64945802,30,60,30,SL4,0.940357786,1.349744209
Boosen,1630,3,463295,5805055,82.65141296,8265,55.08385849,63.96466048,23.50215679,12.53318273,60,90,30,SL4,0.120377117,1.477141168
Boosen,1630,4,463295,5805055,82.65141296,8265,55.08385849,63.96466048,23.50215679,12.53318273,90,200,110,SL4,0.120377117,1.477141168
Boosen,1631,1,463305,5805055,90.54421997,9054,54.93571472,64.90379416,25.24939981,9.846806024,0,30,30,SL3,1.611691172,1.267073624
Boosen,1631,2,463305,5805055,90.54421997,9054,54.93571472,64.86270673,24.26212518,10.87516809,30,60,30,SL3,0.368248594,1.438257348
Boosen,1631,3,463305,5805055,90.54421997,9054,54.93571472,67.20581947,21.79803403,10.99614651,60,90,30,SL3,0.184721257,1.470008648
Boosen,1631,4,463305,5805055,90.54421997,9054,54.93571472,67.20581947,21.79803403,10.99614651,90,200,110,SL3,0.184721257,1.470008648
Boosen,1632,1,463315,5805055,90.99345398,9099,54.8110466,65.10535851,24.7770437,10.11759779,0,30,30,SL3,1.628677939,1.265086558
Boosen,1632,2,463315,5805055,90.99345398,9099,54.8110466,64.96808969,23.33389567,11.69801464,30,60,30,SL4,0.463817891,1.422908696
Boosen,1632,3,463315,5805055,90.99345398,9099,54.8110466,67.1627567,20.94892489,11.88831842,60,90,30,SL4,0.129049214,1.478795311
Boosen,1632,4,463315,5805055,90.99345398,9099,54.8110466,67.1627567,20.94892489,11.88831842,90,200,110,SL4,0.129049214,1.478795311
Boosen,1633,1,463325,5805055,95.57229614,9557,54.68812943,63.19522571,25.55167205,11.25310224,0,30,30,SL3,1.761939805,1.247247192
Boosen,1633,2,463325,5805055,95.57229614,9557,54.68812943,62.29921933,25.15552857,12.54525211,30,60,30,SL4,0.654861948,1.391109956
Boosen,1633,3,463325,5805055,95.57229614,9557,54.68812943,64.50915395,23.14474199,12.34610406,60,90,30,SL4,0.214163446,1.462106596
Boosen,1633,4,463325,5805055,95.57229614,9557,54.68812943,64.50915395,23.14474199,12.34610406,90,200,110,SL4,0.214163446,1.462106596
Boosen,1634,1,463335,5805055,91.85264587,9185,54.52488327,61.01746081,27.49652107,11.48601811,0,30,30,SL3,1.84088135,1.236220995
Boosen,1634,2,463335,5805055,91.85264587,9185,54.52488327,60.0416662,27.10651301,12.85182079,30,60,30,SL4,0.760015106,1.373542002
Boosen,1634,3,463335,5805055,91.85264587,9185,54.52488327,62.23285036,25.04397985,12.72316979,60,90,30,SL4,0.322500266,1.442324024
Boosen,1634,4,463335,5805055,91.85264587,9185,54.52488327,62.23285036,25.04397985,12.72316979,90,200,110,SL4,0.322500266,1.442324024
Boosen,1635,1,463345,5805055,96.40539551,9641,54.38439941,54.90210843,32.96051676,12.13737481,0,30,30,SL4,1.950036496,1.218375106
Boosen,1635,2,463345,5805055,96.40539551,9641,54.38439941,53.56992447,33.14073121,13.28934432,30,60,30,SL4,2.119573336,1.198276472
Boosen,1635,3,463345,5805055,96.40539551,9641,54.38439941,56.93066664,29.83850249,13.23083087,60,90,30,SL4,1.055071265,1.329241599
Boosen,1635,4,463345,5805055,96.40539551,9641,54.38439941,56.93066664,29.83850249,13.23083087,90,200,110,SL4,1.055071265,1.329241599
Boosen,1636,1,463355,5805055,88.83573914,8884,54.3374176,55.91876951,32.52958319,11.55164731,0,30,30,SL4,1.746399904,1.242565811
Boosen,1636,2,463355,5805055,88.83573914,8884,54.3374176,54.09071698,32.72690378,13.18237924,30,60,30,SL4,1.013108994,1.33251744
Boosen,1636,3,463355,5805055,88.83573914,8884,54.3374176,57.11959283,29.78265097,13.0977562,60,90,30,SL4,0.340169,1.434858056
Boosen,1636,4,463355,5805055,88.83573914,8884,54.3374176,57.11959283,29.78265097,13.0977562,90,200,110,SL4,0.340169,1.434858056
Boosen,1637,1,463365,5805055,93.13186646,9313,54.29946136,55.87161526,32.22214,11.90624474,0,30,30,SL4,1.763511525,1.240366815
Boosen,1637,2,463365,5805055,93.13186646,9313,54.29946136,53.3970633,33.21561717,13.38731952,30,60,30,SL4,1.659993678,1.249519518
Boosen,1637,3,463365,5805055,93.13186646,9313,54.29946136,56.75611055,30.02921627,13.21467317,60,90,30,SL4,0.546746367,1.402227714
Boosen,1637,4,463365,5805055,93.13186646,9313,54.29946136,56.75611055,30.02921627,13.21467317,90,200,110,SL4,0.546746367,1.402227714
Boosen,1638,1,463215,5805045,68.18769836,6819,56.35033417,72.17352982,21.01221725,6.814252937,0,30,30,SL2,1.478254522,1.291119166
Boosen,1638,2,463215,5805045,68.18769836,6819,56.35033417,72.56227071,19.37632369,8.061405606,30,60,30,SL3,1.091672854,1.340547772
Boosen,1638,3,463215,5805045,68.18769836,6819,56.35033417,73.19749457,17.75644399,9.046061442,60,90,30,SL3,0.597565399,1.410960788
Boosen,1638,4,463215,5805045,68.18769836,6819,56.35033417,73.19749457,17.75644399,9.046061442,90,200,110,SL3,0.597565399,1.410960788
Boosen,1639,1,463225,5805045,72.36096954,7236,56.24538803,72.79629733,20.61218482,6.591517852,0,30,30,SL2,1.178455133,1.32995668
Boosen,1639,2,463225,5805045,72.36096954,7236,56.24538803,73.36691522,18.98300628,7.650078503,30,60,30,SL3,0.582363061,1.4141235
Boosen,1639,3,463225,5805045,72.36096954,7236,56.24538803,74.55077642,16.09769531,9.351528267,60,90,30,SL3,0.132570482,1.485932483
Boosen,1639,4,463225,5805045,72.36096954,7236,56.24538803,74.55077642,16.09769531,9.351528267,90,200,110,SL3,0.132570482,1.485932483
Boosen,1640,1,463235,5805045,82.48682404,8249,56.03171921,73.18522172,20.56571321,6.249065067,0,30,30,SL2,1.176998951,1.330663345
Boosen,1640,2,463235,5805045,82.48682404,8249,56.03171921,73.44676263,19.36396043,7.189276941,30,60,30,SL2,0.447789429,1.435097714
Boosen,1640,3,463235,5805045,82.48682404,8249,56.03171921,74.51950553,16.10276611,9.377728354,60,90,30,SL3,0.184936562,1.477162121
Boosen,1640,4,463235,5805045,82.48682404,8249,56.03171921,74.51950553,16.10276611,9.377728354,90,200,110,SL3,0.184936562,1.477162121
Boosen,1641,1,463245,5805045,87.47851563,8748,55.81048965,73.12186227,20.17855789,6.699579834,0,30,30,SL2,1.237929048,1.322398184
Boosen,1641,2,463245,5805045,87.47851563,8748,55.81048965,72.92156594,18.85698581,8.221448252,30,60,30,SL3,0.463817891,1.43161318
Boosen,1641,3,463245,5805045,87.47851563,8748,55.81048965,74.24617756,15.19614372,10.55767872,60,90,30,SL3,0.129049214,1.485635821
Boosen,1641,4,463245,5805045,87.47851563,8748,55.81048965,74.24617756,15.19614372,10.55767872,90,200,110,SL3,0.129049214,1.485635821
Boosen,1642,1,463255,5805045,77.05840302,7706,55.70320892,72.7414259,19.77505386,7.483520241,0,30,30,SL2,1.315223404,1.311702641
Boosen,1642,2,463255,5805045,77.05840302,7706,55.70320892,73.17231365,18.28453467,8.543151683,30,60,30,SL3,0.317021854,1.454865717
Boosen,1642,3,463255,5805045,77.05840302,7706,55.70320892,74.36010849,14.84654485,10.79334666,60,90,30,SL3,0.144453861,1.483032034
Boosen,1642,4,463255,5805045,77.05840302,7706,55.70320892,74.36010849,14.84654485,10.79334666,90,200,110,SL3,0.144453861,1.483032034
Boosen,1643,1,463265,5805045,79.87735748,7988,55.62888336,71.70566886,20.77919334,7.515137795,0,30,30,SL3,1.499240894,1.2877755
Boosen,1643,2,463265,5805045,79.87735748,7988,55.62888336,71.84748635,18.39321802,9.75929563,30,60,30,SL3,0.368248594,1.444901263
Boosen,1643,3,463265,5805045,79.87735748,7988,55.62888336,72.24231033,16.75394086,11.00374881,60,90,30,SL3,0.184721257,1.474379921
Boosen,1643,4,463265,5805045,79.87735748,7988,55.62888336,72.24231033,16.75394086,11.00374881,90,200,110,SL3,0.184721257,1.474379921
Boosen,1644,1,463275,5805045,70.81375885,7081,55.51549149,71.9379053,20.31096814,7.751126559,0,30,30,SL3,1.562829258,1.280127845
Boosen,1644,2,463275,5805045,70.81375885,7081,55.51549149,72.19779628,19.18284854,8.619355185,30,60,30,SL3,1.094880963,1.339511804
Boosen,1644,3,463275,5805045,70.81375885,7081,55.51549149,72.82532845,17.31884728,9.855824272,60,90,30,SL3,0.607845472,1.408672193
Boosen,1644,4,463275,5805045,70.81375885,7081,55.51549149,72.82532845,17.31884728,9.855824272,90,200,110,SL3,0.607845472,1.408672193
Boosen,1645,1,463285,5805045,78.39533234,7840,55.35341263,68.08753057,21.78579685,10.12667258,0,30,30,SL3,1.664198242,1.263469168
Boosen,1645,2,463285,5805045,78.39533234,7840,55.35341263,68.35196043,20.93646216,10.71157741,30,60,30,SL3,2.018007832,1.223353579
Boosen,1645,3,463285,5805045,78.39533234,7840,55.35341263,68.9273035,20.18917977,10.88351673,60,90,30,SL3,1.137917143,1.329747435
Boosen,1645,4,463285,5805045,78.39533234,7840,55.35341263,68.9273035,20.18917977,10.88351673,90,200,110,SL3,1.137917143,1.329747435
Boosen,1646,1,463295,5805045,78.23537445,7824,55.18666458,68.09099508,20.61453833,11.2944666,0,30,30,SL3,1.682905295,1.260669206
Boosen,1646,2,463295,5805045,78.23537445,7824,55.18666458,68.05234114,19.83928789,12.10837097,30,60,30,SL4,0.970327265,1.351087246
Boosen,1646,3,463295,5805045,78.23537445,7824,55.18666458,68.62326383,19.49423812,11.88249805,60,90,30,SL4,0.178544112,1.471806609
